micro_step,global_step,epoch,ce_loss,contrastive_loss,total_loss,pos_per_query,neg_per_query,n_candidates,queries_skipped_no_pos,queue_valid,queue_ptr,queue_labels,view_gap,pos_counts,neg_counts,ema_calls
5750,718,1.1488,0.09347112277639098,8.209653816223145,1.7354019117355346,2053.09,2046.91,4100.0,0,4096,2520,"{0: 2083, 1: 2013}",1.3279664516448975,"(2086, 2014, 2086, 2086)","(2014, 2086, 2014, 2014)",718
5800,724,1.1584,0.10540501039009541,8.203009090423585,1.746006851196289,2047.5,2052.5,4100.0,0,4096,2720,"{0: 2073, 1: 2023}",1.1480467319488525,"(2025, 2025, 2075, 2075)","(2075, 2075, 2025, 2025)",724
5850,731,1.1696,0.15680851018056274,8.209479694366456,1.7987044668197631,2046.69,2053.31,4100.0,0,4096,2920,"{0: 2082, 1: 2014}",1.1908515691757202,"(2085, 2015, 2085, 2085)","(2015, 2085, 2015, 2015)",731
5900,737,1.1792,0.16559063132852317,8.207072467803956,1.8070051550865174,2046.63,2053.37,4100.0,0,4096,3120,"{0: 2066, 1: 2030}",1.2964367866516113,"(2032, 2068, 2068, 2032)","(2068, 2032, 2032, 2068)",737
5950,743,1.1888,0.131736401040107,8.200268421173096,1.7717901062965393,2051.4,2048.6,4100.0,0,4096,3320,"{0: 2068, 1: 2028}",1.277695655822754,"(2071, 2071, 2029, 2071)","(2029, 2029, 2071, 2029)",743
6000,749,1.1984,0.16338143310975284,8.214636363983153,1.8063087344169617,2056.17,2043.83,4100.0,0,4096,3520,"{0: 2088, 1: 2008}",1.1826114654541016,"(2090, 2010, 2090, 2010)","(2010, 2090, 2010, 2090)",749
6050,756,1.2096,0.10821257300209254,8.209800777435303,1.7501727485656737,2051.28,2048.72,4100.0,0,4096,3720,"{0: 2105, 1: 1991}",1.35445237159729,"(2108, 1992, 2108, 2108)","(1992, 2108, 1992, 1992)",756
6100,762,1.2192,0.15738508814945817,8.210822620391845,1.799549639225006,2054.51,2045.49,4100.0,0,4096,3920,"{0: 2109, 1: 1987}",1.1228411197662354,"(2111, 1989, 1989, 2111)","(1989, 2111, 2111, 1989)",762
6150,768,1.2288,0.11394570221193134,8.196997985839843,1.7533453297615051,2056.7,2043.3,4100.0,0,4096,24,"{0: 2126, 1: 1970}",1.113063931465149,"(2129, 1971, 2129, 2129)","(1971, 2129, 1971, 1971)",768
6200,774,1.2384,0.1469918041396886,8.198372116088867,1.786666250228882,2040.18,2059.82,4100.0,0,4096,224,"{0: 2108, 1: 1988}",1.0284600257873535,"(1992, 1992, 1992, 1992)","(2108, 2108, 2108, 2108)",774
6250,781,1.2496,0.1330030115135014,8.204923515319825,1.7739877390861511,2055.73,2044.27,4100.0,0,4096,424,"{0: 2108, 1: 1988}",1.1933766603469849,"(1989, 2111, 2111, 2111)","(2111, 1989, 1989, 1989)",781
6300,787,1.2592,0.10760166984051465,8.194186210632324,1.7464389276504517,2043.14,2056.86,4100.0,0,4096,624,"{0: 2084, 1: 2012}",1.1623201370239258,"(2015, 2015, 2085, 2015)","(2085, 2085, 2015, 2085)",787
6350,793,1.2688,0.0978002034407109,8.193937549591064,1.7365877294540406,2049.93,2050.07,4100.0,0,4096,824,"{0: 2084, 1: 2012}",1.1694998741149902,"(2015, 2085, 2015, 2015)","(2085, 2015, 2085, 2085)",793
6400,799,1.2784,0.12605342423077673,8.1961163520813,1.765276725292206,2053.98,2046.02,4100.0,0,4096,1024,"{0: 2095, 1: 2001}",1.2319786548614502,"(2096, 2004, 2004, 2004)","(2004, 2096, 2096, 2096)",799
6450,806,1.2896,0.09505184385925532,8.190137729644775,1.7330794191360475,2048.96,2051.04,4100.0,0,4096,1224,"{0: 2098, 1: 1998}",1.1811869144439697,"(2001, 2099, 2001, 2001)","(2099, 2001, 2099, 2099)",806
6500,812,1.2992,0.05761071191634983,8.184555492401124,1.694521825313568,2054.56,2045.44,4100.0,0,4096,1424,"{0: 2106, 1: 1990}",1.2415809631347656,"(1992, 2108, 2108, 1992)","(2108, 1992, 1992, 2108)",812
6550,818,1.3088,0.12935905735008418,8.188113040924073,1.7669816875457764,2049.59,2050.41,4100.0,0,4096,1624,"{0: 2105, 1: 1991}",1.2333555221557617,"(2107, 1993, 2107, 1993)","(1993, 2107, 1993, 2107)",818
6600,824,1.3184,0.1668932344764471,8.18954839706421,1.8048029494285585,2045.18,2054.82,4100.0,0,4096,1824,"{0: 2084, 1: 2012}",1.1819019317626953,"(2014, 2014, 2086, 2086)","(2086, 2086, 2014, 2014)",824
6650,831,1.3296,0.13420665001496673,8.192315940856934,1.7726698637008667,2052.33,2047.67,4100.0,0,4096,2024,"{0: 2079, 1: 2017}",1.0061941146850586,"(2080, 2020, 2020, 2020)","(2020, 2080, 2080, 2080)",831
6700,837,1.3392,0.11438994884490966,8.186330337524414,1.7516560411453248,2048.38,2051.62,4100.0,0,4096,2224,"{0: 2052, 1: 2044}",1.2342309951782227,"(2046, 2054, 2054, 2046)","(2054, 2046, 2046, 2054)",837
6750,843,1.3488,0.04874993567354977,8.181055183410644,1.684960994720459,2050.21,2049.79,4100.0,0,4096,2424,"{0: 2047, 1: 2049}",1.2280402183532715,"(2051, 2049, 2049, 2051)","(2049, 2051, 2051, 2049)",843
6800,849,1.3584,0.16902141948696225,8.198514308929443,1.808724308013916,2050.36,2049.64,4100.0,0,4096,2624,"{0: 2039, 1: 2057}",1.1101758480072021,"(2060, 2060, 2040, 2060)","(2040, 2040, 2060, 2040)",849
6850,856,1.3696,0.08849838891997934,8.18351640701294,1.7252016854286194,2050.34,2049.66,4100.0,0,4096,2824,"{0: 2047, 1: 2049}",1.315417766571045,"(2050, 2050, 2050, 2050)","(2050, 2050, 2050, 2050)",856
6900,862,1.3792,0.055541205150075254,8.180452766418457,1.6916317749023437,2051.65,2048.35,4100.0,0,4096,3024,"{0: 2075, 1: 2021}",1.3261016607284546,"(2078, 2078, 2022, 2078)","(2022, 2022, 2078, 2022)",862
6950,868,1.3888,0.10787360712885857,8.182143077850341,1.7443022346496582,2048.61,2051.39,4100.0,0,4096,3224,"{0: 2065, 1: 2031}",1.1166555881500244,"(2034, 2034, 2066, 2034)","(2066, 2066, 2034, 2066)",868
7000,874,1.3984,0.1527033355110325,8.183307533264161,1.789364857673645,2049.11,2050.89,4100.0,0,4096,3424,"{0: 2043, 1: 2053}",1.2675278186798096,"(2055, 2055, 2045, 2045)","(2045, 2045, 2055, 2055)",874
7050,881,1.4096,0.11343312657438219,8.191912689208984,1.7518156838417054,2049.96,2050.04,4100.0,0,4096,3624,"{0: 2043, 1: 2053}",1.2889162302017212,"(2054, 2046, 2046, 2046)","(2046, 2054, 2054, 2054)",881
7100,887,1.4192,0.08367495304904878,8.18802261352539,1.7212794876098634,2050.56,2049.44,4100.0,0,4096,3824,"{0: 2028, 1: 2068}",1.2782062292099,"(2030, 2070, 2030, 2070)","(2070, 2030, 2070, 2030)",887
7150,893,1.4288,0.07999994046520442,8.194586200714111,1.7189172148704528,2049.67,2050.33,4100.0,0,4096,4024,"{0: 2034, 1: 2062}",1.104234218597412,"(2036, 2036, 2064, 2064)","(2064, 2064, 2036, 2036)",893
7200,899,1.4384,0.13977153216488658,8.204886837005615,1.7807489228248596,2048.91,2051.09,4100.0,0,4096,128,"{0: 2036, 1: 2060}",1.2486016750335693,"(2038, 2062, 2038, 2062)","(2062, 2038, 2062, 2038)",899
7250,906,1.4496,0.17422541068750433,8.197474365234376,1.8137203025817872,2050.47,2049.53,4100.0,0,4096,328,"{0: 2051, 1: 2045}",1.2786743640899658,"(2054, 2054, 2046, 2054)","(2046, 2046, 2054, 2046)",906
7300,912,1.4592,0.11897540386067704,8.196157093048095,1.7582068395614625,2051.23,2048.77,4100.0,0,4096,528,"{0: 2059, 1: 2037}",1.278407096862793,"(2062, 2062, 2062, 2038)","(2038, 2038, 2038, 2062)",912
7350,918,1.4688,0.07348484187619761,8.193048820495605,1.7120946192741393,2051.4,2048.6,4100.0,0,4096,728,"{0: 2073, 1: 2023}",1.2231918573379517,"(2025, 2075, 2075, 2025)","(2075, 2025, 2025, 2075)",918
7400,924,1.4784,0.12135784122627229,8.19257411956787,1.759872694015503,2049.78,2050.22,4100.0,0,4096,928,"{0: 2065, 1: 2031}",1.1935904026031494,"(2033, 2067, 2067, 2033)","(2067, 2033, 2033, 2067)",924
7450,931,1.4896,0.21684060310944914,8.208622798919677,1.858565182685852,2051.45,2048.55,4100.0,0,4096,1128,"{0: 2074, 1: 2022}",1.1956794261932373,"(2024, 2076, 2024, 2076)","(2076, 2024, 2076, 2024)",931
7500,937,1.4992,0.10086173892021179,8.198103733062744,1.7404825139045714,2049.85,2050.15,4100.0,0,4096,1328,"{0: 2068, 1: 2028}",1.1106266975402832,"(2030, 2030, 2070, 2070)","(2070, 2070, 2030, 2030)",937
7550,943,1.5088,0.07917564432136714,8.19358938217163,1.7178935313224792,2049.84,2050.16,4100.0,0,4096,1528,"{0: 2062, 1: 2034}",1.1860955953598022,"(2065, 2065, 2065, 2035)","(2035, 2035, 2035, 2065)",943
7600,949,1.5184,0.12395698529668152,8.19718246459961,1.7633935022354126,2049.57,2050.43,4100.0,0,4096,1728,"{0: 2066, 1: 2030}",1.0955607891082764,"(2033, 2033, 2067, 2033)","(2067, 2067, 2033, 2067)",949
7650,956,1.5296,0.13884091328829526,8.204285202026368,1.7796979904174806,2052.0,2048.0,4100.0,0,4096,1928,"{0: 2072, 1: 2024}",1.214914083480835,"(2026, 2074, 2026, 2074)","(2074, 2026, 2074, 2026)",956
7700,962,1.5392,0.07729483607690782,8.189484119415283,1.7151916646957397,2050.39,2049.61,4100.0,0,4096,2128,"{0: 2079, 1: 2017}",1.3351466655731201,"(2083, 2083, 2083, 2083)","(2017, 2017, 2017, 2017)",962
7750,968,1.5488,0.1637022105162032,8.196635398864746,1.8030292987823486,2046.82,2053.18,4100.0,0,4096,2328,"{0: 2076, 1: 2020}",1.1127777099609375,"(2024, 2024, 2024, 2024)","(2076, 2076, 2076, 2076)",968
7800,974,1.5584,0.1310521076526493,8.195537300109864,1.7701595950126647,2048.62,2051.38,4100.0,0,4096,2528,"{0: 2054, 1: 2042}",1.1246914863586426,"(2045, 2055, 2045, 2045)","(2055, 2045, 2055, 2055)",974
7850,981,1.5696,0.10195868460461498,8.191418571472168,1.7402424335479736,2050.5,2049.5,4100.0,0,4096,2728,"{0: 2064, 1: 2032}",1.1664128303527832,"(2034, 2066, 2034, 2066)","(2066, 2034, 2066, 2034)",981
7900,987,1.5792,0.14260791703127323,8.203466930389403,1.783301329612732,2050.59,2049.41,4100.0,0,4096,2928,"{0: 2057, 1: 2039}",1.198354959487915,"(2061, 2061, 2061, 2061)","(2039, 2039, 2039, 2039)",987
7950,993,1.5888,0.15305862893350422,8.207129077911377,1.7944844698905944,2050.65,2049.35,4100.0,0,4096,3128,"{0: 2056, 1: 2040}",1.266667366027832,"(2059, 2059, 2059, 2041)","(2041, 2041, 2041, 2059)",993
8000,999,1.5984,0.13192509945482014,8.194843864440918,1.770893895626068,2050.1,2049.9,4100.0,0,4096,3328,"{0: 2064, 1: 2032}",1.0400910377502441,"(2035, 2035, 2065, 2035)","(2065, 2065, 2035, 2065)",999
8050,1006,1.6096,0.14872823213227093,8.203508853912354,1.7894300198554993,2054.13,2045.87,4100.0,0,4096,3528,"{0: 2083, 1: 2013}",1.055591344833374,"(2085, 2085, 2015, 2015)","(2015, 2015, 2085, 2085)",1006
8100,1012,1.6192,0.055448141535744074,8.189369049072265,1.6933219814300537,2049.48,2050.52,4100.0,0,4096,3728,"{0: 2082, 1: 2014}",1.104175090789795,"(2017, 2017, 2083, 2017)","(2083, 2083, 2017, 2083)",1012
8150,1018,1.6288,0.07422496546059847,8.18551290512085,1.7113275742530822,2047.01,2052.99,4100.0,0,4096,3928,"{0: 2064, 1: 2032}",1.216709852218628,"(2066, 2034, 2066, 2034)","(2034, 2066, 2034, 2066)",1018
8200,1024,1.6384,0.08937141466885805,8.185281391143798,1.7264277172088622,2049.67,2050.33,4100.0,0,4096,32,"{0: 2042, 1: 2054}",1.1715195178985596,"(2056, 2056, 2044, 2044)","(2044, 2044, 2056, 2056)",1024
8250,1031,1.6496,0.12141308028250933,8.196220264434814,1.7606571674346925,2049.8,2050.2,4100.0,0,4096,232,"{0: 2046, 1: 2050}",1.1014478206634521,"(2053, 2053, 2053, 2047)","(2047, 2047, 2047, 2053)",1031
8300,1037,1.6592,0.13311580501496792,8.199129524230957,1.7729417443275453,2049.91,2050.09,4100.0,0,4096,432,"{0: 2023, 1: 2073}",1.0606451034545898,"(2075, 2075, 2025, 2025)","(2025, 2025, 2075, 2075)",1037
8350,1043,1.6688,0.08111289749853313,8.190191040039062,1.7191511297225952,2048.8,2051.2,4100.0,0,4096,632,"{0: 2035, 1: 2061}",1.17759370803833,"(2062, 2038, 2038, 2038)","(2038, 2062, 2062, 2062)",1043
8400,1049,1.6784,0.10606906392611563,8.198496932983398,1.7457684683799743,2048.16,2051.84,4100.0,0,4096,832,"{0: 2036, 1: 2060}",1.1343060731887817,"(2038, 2038, 2062, 2062)","(2062, 2062, 2038, 2038)",1049
8450,1056,1.6896,0.07640973277855664,8.193907108306885,1.7151911735534668,2050.01,2049.99,4100.0,0,4096,1032,"{0: 2040, 1: 2056}",1.2783455848693848,"(2043, 2057, 2043, 2043)","(2057, 2043, 2057, 2057)",1056
8500,1062,1.6992,0.19064041257835926,8.205568103790283,1.8317540669441223,2050.04,2049.96,4100.0,0,4096,1232,"{0: 2046, 1: 2050}",1.1373616456985474,"(2048, 2048, 2052, 2052)","(2052, 2052, 2048, 2048)",1062
8550,1068,1.7088,0.0819661521515809,8.189258575439453,1.7198178791999816,2050.39,2049.61,4100.0,0,4096,1432,"{0: 2056, 1: 2040}",1.1244349479675293,"(2043, 2057, 2043, 2043)","(2057, 2043, 2057, 2057)",1068
8600,1074,1.7184,0.11999083686619998,8.193766269683838,1.7587441062927247,2050.28,2049.72,4100.0,0,4096,1632,"{0: 2043, 1: 2053}",1.1207489967346191,"(2056, 2056, 2056, 2044)","(2044, 2044, 2044, 2056)",1074
8650,1081,1.7296,0.2306980915181339,8.21309310913086,1.8733167219161988,2049.86,2050.14,4100.0,0,4096,1832,"{0: 2042, 1: 2054}",1.1260615587234497,"(2045, 2055, 2045, 2045)","(2055, 2045, 2055, 2055)",1081
8700,1087,1.7392,0.08440650021191687,8.192715606689454,1.7229496622085572,2049.91,2050.09,4100.0,0,4096,2032,"{0: 2047, 1: 2049}",0.9877632856369019,"(2053, 2053, 2053, 2053)","(2047, 2047, 2047, 2047)",1087
8750,1093,1.7488,0.10188091404736042,8.197984466552734,1.7414778327941896,2050.18,2049.82,4100.0,0,4096,2232,"{0: 2052, 1: 2044}",1.1569993495941162,"(2046, 2046, 2054, 2054)","(2054, 2054, 2046, 2046)",1093
8800,1099,1.7584,0.06621920886449516,8.185076160430908,1.7032344698905946,2050.54,2049.46,4100.0,0,4096,2432,"{0: 2049, 1: 2047}",1.1130485534667969,"(2050, 2050, 2050, 2050)","(2050, 2050, 2050, 2050)",1099
8850,1106,1.7696,0.16249403524212538,8.197599506378173,1.8020139575004577,2051.53,2048.47,4100.0,0,4096,2632,"{0: 2068, 1: 2028}",1.2814514636993408,"(2071, 2029, 2071, 2071)","(2029, 2071, 2029, 2029)",1106
8900,1112,1.7792,0.07682325076777488,8.186291522979737,1.714081563949585,2050.06,2049.94,4100.0,0,4096,2832,"{0: 2070, 1: 2026}",1.0294779539108276,"(2030, 2030, 2030, 2030)","(2070, 2070, 2070, 2070)",1112
8950,1118,1.7888,0.13077370900195093,8.200877723693848,1.7709492683410644,2051.19,2048.81,4100.0,0,4096,3032,"{0: 2059, 1: 2037}",1.3542848825454712,"(2063, 2063, 2063, 2063)","(2037, 2037, 2037, 2037)",1118
9000,1124,1.7984,0.09692833182401955,8.189119663238525,1.734752287864685,2049.48,2050.52,4100.0,0,4096,3232,"{0: 2063, 1: 2033}",1.207139492034912,"(2065, 2035, 2035, 2065)","(2035, 2065, 2065, 2035)",1124
9050,1131,1.8096,0.15930236862041056,8.203566150665283,1.8000156164169312,2050.0,2050.0,4100.0,0,4096,3432,"{0: 2052, 1: 2044}",0.8502168655395508,"(2048, 2048, 2048, 2048)","(2052, 2052, 2052, 2052)",1131
9100,1137,1.8192,0.11497346199117602,8.195535297393798,1.754080548286438,2051.3,2048.7,4100.0,0,4096,3632,"{0: 2033, 1: 2063}",1.0755515098571777,"(2035, 2035, 2065, 2065)","(2065, 2065, 2035, 2035)",1137
9150,1143,1.8288,0.11235416959039866,8.185629825592041,1.7494801568984986,2049.89,2050.11,4100.0,0,4096,3832,"{0: 2044, 1: 2052}",0.9982616305351257,"(2056, 2056, 2056, 2056)","(2044, 2044, 2044, 2044)",1143
9200,1149,1.8384,0.10841183404205366,8.190659084320068,1.7465436792373656,2050.32,2049.68,4100.0,0,4096,4032,"{0: 2051, 1: 2045}",1.3141694068908691,"(2055, 2055, 2055, 2055)","(2045, 2045, 2045, 2045)",1149
9250,1156,1.8496,0.09191881394246593,8.181225738525391,1.7281639909744262,2049.53,2050.47,4100.0,0,4096,136,"{0: 2063, 1: 2033}",1.1432669162750244,"(2067, 2067, 2067, 2067)","(2033, 2033, 2033, 2033)",1156
9300,1162,1.8592,0.12497984492219985,8.184773044586182,1.7619344735145568,2051.78,2048.22,4100.0,0,4096,336,"{0: 2070, 1: 2026}",1.22328782081604,"(2073, 2073, 2073, 2027)","(2027, 2027, 2027, 2073)",1162
9350,1168,1.8688,0.11098332124296575,8.17509220123291,1.7460017895698547,2048.35,2051.65,4100.0,0,4096,536,"{0: 2054, 1: 2042}",1.0232514142990112,"(2044, 2056, 2044, 2056)","(2056, 2044, 2056, 2044)",1168
9400,1174,1.8784,0.07363242037594318,8.172022914886474,1.7080370283126831,2051.02,2048.98,4100.0,0,4096,736,"{0: 2029, 1: 2067}",1.1826865673065186,"(2069, 2031, 2069, 2031)","(2031, 2069, 2031, 2069)",1174
9450,1181,1.8896,0.11597951840609312,8.184905338287354,1.7529606103897095,2051.41,2048.59,4100.0,0,4096,936,"{0: 2016, 1: 2080}",1.130693793296814,"(2018, 2082, 2082, 2018)","(2082, 2018, 2018, 2082)",1181
9500,1187,1.8992,0.10125397679395974,8.179639682769775,1.7371819472312928,2051.14,2048.86,4100.0,0,4096,1136,"{0: 2006, 1: 2090}",1.049498438835144,"(2092, 2008, 2092, 2008)","(2008, 2092, 2008, 2092)",1187
9550,1193,1.9088,0.16453917855396866,8.190653820037841,1.8026699686050416,2052.02,2047.98,4100.0,0,4096,1336,"{0: 1999, 1: 2097}",0.9146207571029663,"(2099, 2001, 2099, 2001)","(2001, 2099, 2001, 2099)",1193
9600,1199,1.9184,0.11560021834913642,8.183770656585693,1.7523543691635133,2048.01,2051.99,4100.0,0,4096,1536,"{0: 1999, 1: 2097}",1.0861706733703613,"(2002, 2098, 2002, 2002)","(2098, 2002, 2098, 2098)",1199
9650,1206,1.9296,0.11302906883880497,8.183749465942382,1.7497789883613586,2047.44,2052.56,4100.0,0,4096,1736,"{0: 2022, 1: 2074}",0.8911165595054626,"(2077, 2077, 2077, 2023)","(2023, 2023, 2023, 2077)",1206
9700,1212,1.9392,0.09669535599183292,8.172120056152345,1.731119396686554,2051.47,2048.53,4100.0,0,4096,1936,"{0: 2011, 1: 2085}",1.1589748859405518,"(2013, 2087, 2013, 2087)","(2087, 2013, 2087, 2013)",1212
9750,1218,1.9488,0.09333233021665364,8.174979133605957,1.7283281898498535,2054.86,2045.14,4100.0,0,4096,2136,"{0: 1999, 1: 2097}",1.1279913187026978,"(2099, 2099, 2001, 2001)","(2001, 2001, 2099, 2099)",1218
9800,1224,1.9584,0.13397155344020575,8.1724245262146,1.7684564638137816,2060.81,2039.19,4100.0,0,4096,2336,"{0: 1990, 1: 2106}",0.8325282335281372,"(2108, 2108, 1992, 1992)","(1992, 1992, 2108, 2108)",1224
9850,1231,1.9696,0.19420366594567895,8.193133068084716,1.8328303050994874,2055.45,2044.55,4100.0,0,4096,2536,"{0: 1978, 1: 2118}",1.0971328020095825,"(1980, 1980, 2120, 2120)","(2120, 2120, 1980, 1980)",1231
9900,1237,1.9792,0.12242388293612748,8.179959907531739,1.7584158730506898,2047.86,2052.14,4100.0,0,4096,2736,"{0: 1972, 1: 2124}",1.153148889541626,"(1975, 1975, 1975, 2125)","(2125, 2125, 2125, 1975)",1237
9950,1243,1.9888,0.11561707212589681,8.180616874694824,1.7517404890060424,2044.39,2055.61,4100.0,0,4096,2936,"{0: 1977, 1: 2119}",1.0836668014526367,"(2120, 1980, 1980, 1980)","(1980, 2120, 2120, 2120)",1243
10000,1249,1.9984,0.0973048440227285,8.173694038391114,1.7320436692237855,2055.69,2044.31,4100.0,0,4096,3136,"{0: 1977, 1: 2119}",0.9851083755493164,"(2122, 2122, 1978, 2122)","(1978, 1978, 2122, 1978)",1249
