micro_step,global_step,epoch,ce_loss,contrastive_loss,total_loss,pos_per_query,neg_per_query,n_candidates,queries_skipped_no_pos,queue_valid,queue_ptr,queue_labels,view_gap,view_cos,contrast_progress,pos_counts,neg_counts,ema_calls
4550,568,0.9088,0.12681839375756682,7.871219377517701,1.7010622811317444,2050.93,2049.07,4100.0,0,4096,1816,"{0: 2017, 1: 2079}",0.06230562925338745,0.998046875,0.762492867419457,"(2083, 2083, 2083, 2083)","(2017, 2017, 2017, 2017)",568
4600,574,0.9184,0.11066826928406953,7.862978935241699,1.6832640767097473,2050.41,2049.59,4100.0,0,4096,2016,"{0: 2018, 1: 2078}",0.14912085235118866,0.9862607717514038,0.1734194106841237,"(2021, 2021, 2021, 2079)","(2079, 2079, 2079, 2021)",574
4650,581,0.9296,0.14849131192080678,7.90416464805603,1.7293242526054382,2049.63,2050.37,4100.0,0,4096,2216,"{0: 2036, 1: 2060}",0.06409922987222672,0.9978879690170288,0.7716201305626372,"(2038, 2038, 2062, 2062)","(2062, 2062, 2038, 2038)",581
4700,587,0.9392,0.05399037096649408,7.8054798984527585,1.6150863671302795,2049.79,2050.21,4100.0,0,4096,2416,"{0: 2053, 1: 2043}",0.06140560284256935,0.9981065988540649,0.7798957196310525,"(2054, 2046, 2046, 2046)","(2046, 2054, 2054, 2054)",587
4750,593,0.9488,0.11542224648408592,7.872369766235352,1.6898962259292603,2050.06,2049.94,4100.0,0,4096,2616,"{0: 2041, 1: 2055}",0.060010869055986404,0.9981873631477356,0.7726621918978525,"(2056, 2044, 2044, 2044)","(2044, 2056, 2056, 2056)",593
4800,599,0.9584,0.21821113844402135,7.928780269622803,1.8039672183990478,2050.26,2049.74,4100.0,0,4096,2816,"{0: 2038, 1: 2058}",0.16064441204071045,0.9750630855560303,-0.06742055075536293,"(2060, 2060, 2040, 2040)","(2040, 2040, 2060, 2060)",599
4850,606,0.9696,0.12109100991860032,7.876204099655151,1.6963318538665773,2052.67,2047.33,4100.0,0,4096,3016,"{0: 2029, 1: 2067}",0.056468814611434937,0.9983555674552917,0.7431303852922323,"(2071, 2071, 2071, 2071)","(2029, 2029, 2029, 2029)",606
4900,612,0.9792,0.1424348821025342,7.874277896881104,1.7172904682159424,2047.74,2052.26,4100.0,0,4096,3216,"{0: 2035, 1: 2061}",0.06113281473517418,0.998055100440979,0.781879009717203,"(2039, 2039, 2039, 2039)","(2061, 2061, 2061, 2061)",612
4950,618,0.9888,0.09490151904989035,7.846804389953613,1.6642624139785767,2050.53,2049.47,4100.0,0,4096,3416,"{0: 2034, 1: 2062}",0.11309874802827835,0.9924411177635193,0.6552900727906348,"(2063, 2037, 2037, 2037)","(2037, 2063, 2063, 2063)",618
5000,624,0.9984,0.08126693157013505,7.820806035995483,1.6454281735420226,2051.78,2048.22,4100.0,0,4096,3616,"{0: 2034, 1: 2062}",0.05622748285531998,0.998349130153656,0.7825424262584422,"(2065, 2065, 2035, 2065)","(2035, 2035, 2065, 2035)",624
5050,631,1.0096,0.17935569358058273,7.892310552597046,1.7578178286552428,2050.69,2049.31,4100.0,0,4096,3816,"{0: 2037, 1: 2059}",0.04856462404131889,0.9985593557357788,0.7759183402962657,"(2038, 2062, 2062, 2062)","(2062, 2038, 2038, 2038)",631
5100,637,1.0192,0.16073946844320744,7.892886400222778,1.739316771030426,2053.01,2046.99,4100.0,0,4096,4016,"{0: 2019, 1: 2077}",0.05098692700266838,0.9985013604164124,0.7882560878448557,"(2080, 2080, 2080, 2020)","(2020, 2020, 2020, 2080)",637
5150,643,1.0288,0.07330319898203015,7.815396852493286,1.6363825821876525,2048.74,2051.26,4100.0,0,4096,120,"{0: 2028, 1: 2068}",0.06352953612804413,0.9979774951934814,0.793007181405835,"(2069, 2031, 2031, 2031)","(2031, 2069, 2069, 2069)",643
5200,649,1.0384,0.1214039197191596,7.850830354690552,1.6915700125694275,2049.49,2050.51,4100.0,0,4096,320,"{0: 2030, 1: 2066}",0.07658994942903519,0.9965616464614868,0.7866192134736602,"(2033, 2067, 2033, 2033)","(2067, 2033, 2067, 2067)",649
5250,656,1.0496,0.09342612370848656,7.825003623962402,1.6584268641471862,2048.91,2051.09,4100.0,0,4096,520,"{0: 2036, 1: 2060}",0.06610174477100372,0.9977757930755615,0.8020956520849378,"(2062, 2038, 2038, 2062)","(2038, 2062, 2062, 2038)",656
5300,662,1.0592,0.13049270546995104,7.87396764755249,1.705286250114441,2049.32,2050.68,4100.0,0,4096,720,"{0: 2038, 1: 2058}",0.06307727098464966,0.9979766011238098,0.7999692590107156,"(2041, 2041, 2059, 2041)","(2059, 2059, 2041, 2059)",662
5350,668,1.0688,0.099062406453304,7.833478126525879,1.665758056640625,2050.23,2049.77,4100.0,0,4096,920,"{0: 2038, 1: 2058}",0.06139018386602402,0.9980227947235107,0.795891116476096,"(2041, 2059, 2041, 2041)","(2059, 2041, 2059, 2059)",668
5400,674,1.0784,0.11040729162748902,7.8455872726440425,1.6795247793197632,2051.21,2048.79,4100.0,0,4096,1120,"{0: 2030, 1: 2066}",0.048838891088962555,0.9987962245941162,-1.0839751661726051,"(2068, 2068, 2032, 2032)","(2032, 2032, 2068, 2068)",674
5450,681,1.0896,0.14492765061557292,7.878872089385986,1.7207020926475525,2050.78,2049.22,4100.0,0,4096,1320,"{0: 2033, 1: 2063}",0.05094735696911812,0.9986960291862488,0.8007048562181837,"(2065, 2035, 2035, 2065)","(2035, 2065, 2065, 2035)",681
5500,687,1.0992,0.20683893196284772,7.907863149642944,1.7884115743637086,2050.0,2050.0,4100.0,0,4096,1520,"{0: 2040, 1: 2056}",0.06329549849033356,0.997912585735321,0.7915445334226328,"(2043, 2057, 2043, 2043)","(2057, 2043, 2057, 2057)",687
5550,693,1.1088,0.06871584590524435,7.8122264003753665,1.6311611461639404,2049.68,2050.32,4100.0,0,4096,1720,"{0: 2036, 1: 2060}",0.051539696753025055,0.9986168742179871,0.7959645717922494,"(2062, 2038, 2062, 2038)","(2038, 2062, 2038, 2062)",693
5600,699,1.1184,0.21529055499471725,7.920558376312256,1.7994022607803344,2049.99,2050.01,4100.0,0,4096,1920,"{0: 2055, 1: 2041}",0.06603208929300308,0.9974402189254761,0.7885189458726121,"(2059, 2059, 2059, 2059)","(2041, 2041, 2041, 2041)",699
5650,706,1.1296,0.15656730931485072,7.872237672805786,1.731014873981476,2051.79,2048.21,4100.0,0,4096,2120,"{0: 2069, 1: 2027}",0.06349588930606842,0.9979554414749146,0.7940089895707173,"(2028, 2072, 2072, 2072)","(2072, 2028, 2028, 2028)",706
5700,712,1.1392,0.03707105671521276,7.795476541519165,1.5961663794517518,2052.84,2047.16,4100.0,0,4096,2320,"{0: 2074, 1: 2022}",0.060565512627363205,0.9981389045715332,0.7990254983991111,"(2025, 2025, 2075, 2025)","(2075, 2075, 2025, 2075)",712
5750,718,1.1488,0.09475304106250405,7.8291896724700925,1.660591003894806,2053.09,2046.91,4100.0,0,4096,2520,"{0: 2083, 1: 2013}",0.06967028975486755,0.9974382519721985,0.7975783285979797,"(2086, 2014, 2086, 2086)","(2014, 2086, 2014, 2014)",718
5800,724,1.1584,0.10569952573627234,7.827462148666382,1.6711919903755188,2047.5,2052.5,4100.0,0,4096,2720,"{0: 2073, 1: 2023}",0.05695988982915878,0.998139500617981,0.728019576093624,"(2025, 2025, 2075, 2075)","(2075, 2075, 2025, 2025)",724
5850,731,1.1696,0.1416878034453839,7.860492362976074,1.7137863039970398,2046.69,2053.31,4100.0,0,4096,2920,"{0: 2082, 1: 2014}",0.08319789171218872,0.9963788986206055,0.7507236825230167,"(2085, 2015, 2085, 2085)","(2015, 2085, 2015, 2015)",731
5900,737,1.1792,0.14564968798309563,7.865366144180298,1.718722939491272,2046.63,2053.37,4100.0,0,4096,3120,"{0: 2066, 1: 2030}",0.05721458047628403,0.9983485341072083,0.04470323416559934,"(2032, 2068, 2068, 2032)","(2068, 2032, 2032, 2068)",737
5950,743,1.1888,0.135919042378664,7.84491738319397,1.704902548789978,2051.4,2048.6,4100.0,0,4096,3320,"{0: 2068, 1: 2028}",0.09548890590667725,0.9925799369812012,0.8016581951154083,"(2071, 2071, 2029, 2071)","(2029, 2029, 2071, 2029)",743
6000,749,1.1984,0.19262325935065747,7.905244178771973,1.7736721181869506,2056.17,2043.83,4100.0,0,4096,3520,"{0: 2088, 1: 2008}",0.04744973033666611,0.9988288879394531,0.8036656386976563,"(2090, 2010, 2090, 2010)","(2010, 2090, 2010, 2090)",749
6050,756,1.2096,0.09909246978349984,7.844268865585327,1.6679462671279908,2051.28,2048.72,4100.0,0,4096,3720,"{0: 2105, 1: 1991}",0.0487961545586586,0.9987722039222717,0.8038580580708127,"(2108, 1992, 2108, 2108)","(1992, 2108, 1992, 1992)",756
6100,762,1.2192,0.1646397583698854,7.8840330123901365,1.7414463806152343,2054.51,2045.49,4100.0,0,4096,3920,"{0: 2109, 1: 1987}",0.05328904092311859,0.9984393119812012,0.8029337134199096,"(2111, 1989, 1989, 2111)","(1989, 2111, 2111, 1989)",762
6150,768,1.2288,0.1016505298949778,7.829939270019532,1.667638418674469,2056.7,2043.3,4100.0,0,4096,24,"{0: 2126, 1: 1970}",0.12974828481674194,0.9839611053466797,0.5069974782774307,"(2129, 1971, 2129, 2129)","(1971, 2129, 1971, 1971)",768
6200,774,1.2384,0.1549821315612644,7.857885818481446,1.726559317111969,2040.18,2059.82,4100.0,0,4096,224,"{0: 2108, 1: 1988}",0.03975164145231247,0.9991604685783386,0.8070279330656479,"(1992, 1992, 1992, 1992)","(2108, 2108, 2108, 2108)",774
6250,781,1.2496,0.12438649374991656,7.873168334960938,1.6990201878547668,2055.73,2044.27,4100.0,0,4096,424,"{0: 2108, 1: 1988}",0.08091948926448822,0.9962514638900757,0.48216841918823994,"(1989, 2111, 2111, 2111)","(2111, 1989, 1989, 1989)",781
6300,787,1.2592,0.11063618520274758,7.833915719985962,1.6774193525314331,2043.14,2056.86,4100.0,0,4096,624,"{0: 2084, 1: 2012}",0.06557299196720123,0.9969351291656494,0.7980801632649309,"(2015, 2015, 2085, 2015)","(2085, 2085, 2015, 2085)",787
6350,793,1.2688,0.09844228524714708,7.834008226394653,1.6652439498901368,2049.93,2050.07,4100.0,0,4096,824,"{0: 2084, 1: 2012}",0.077435202896595,0.9967333078384399,0.7887214674633429,"(2015, 2085, 2015, 2015)","(2085, 2015, 2085, 2085)",793
6400,799,1.2784,0.12139966339804233,7.851629152297973,1.691725528240204,2053.98,2046.02,4100.0,0,4096,1024,"{0: 2095, 1: 2001}",0.06951405107975006,0.9970672130584717,0.029418049398247065,"(2096, 2004, 2004, 2004)","(2004, 2096, 2096, 2096)",799
6450,806,1.2896,0.09756836772896349,7.838628177642822,1.6652940154075622,2048.96,2051.04,4100.0,0,4096,1224,"{0: 2098, 1: 1998}",0.10075251758098602,0.9930171966552734,0.8033416783932805,"(2001, 2099, 2001, 2001)","(2099, 2001, 2099, 2099)",806
6500,812,1.2992,0.052688329638913275,7.802520084381103,1.6131923699378967,2054.56,2045.44,4100.0,0,4096,1424,"{0: 2106, 1: 1990}",0.05032092332839966,0.9986495971679688,0.8067890712388506,"(1992, 2108, 2108, 1992)","(2108, 1992, 1992, 2108)",812
6550,818,1.3088,0.13879266500705853,7.843708639144897,1.7075344157218932,2049.59,2050.41,4100.0,0,4096,1624,"{0: 2105, 1: 1991}",0.07442805916070938,0.9963482618331909,0.8103301560571771,"(2107, 1993, 2107, 1993)","(1993, 2107, 1993, 2107)",818
6600,824,1.3184,0.16650436565745622,7.874987583160401,1.7415019059181214,2045.18,2054.82,4100.0,0,4096,1824,"{0: 2084, 1: 2012}",0.05553975701332092,0.9981211423873901,0.07745103218576335,"(2014, 2014, 2086, 2086)","(2086, 2086, 2014, 2014)",824
6650,831,1.3296,0.140052742799744,7.861158828735352,1.71228453874588,2052.33,2047.67,4100.0,0,4096,2024,"{0: 2079, 1: 2017}",0.078018918633461,0.9960327744483948,0.7004119177806983,"(2080, 2020, 2020, 2020)","(2020, 2080, 2080, 2080)",831
6700,837,1.3392,0.10763579330407083,7.832921047210693,1.6742200303077697,2048.38,2051.62,4100.0,0,4096,2224,"{0: 2052, 1: 2044}",0.041154444217681885,0.9991494417190552,0.8036325573291706,"(2046, 2054, 2054, 2046)","(2054, 2046, 2046, 2054)",837
6750,843,1.3488,0.05422729564830661,7.79411057472229,1.613049440383911,2050.21,2049.79,4100.0,0,4096,2424,"{0: 2047, 1: 2049}",0.029442427679896355,0.9995608925819397,0.8116671947001419,"(2051, 2049, 2049, 2051)","(2049, 2051, 2051, 2049)",843
6800,849,1.3584,0.17206337028183044,7.880461187362671,1.7481556272506713,2050.36,2049.64,4100.0,0,4096,2624,"{0: 2039, 1: 2057}",0.03439326584339142,0.9993521571159363,0.8072215028950285,"(2060, 2060, 2040, 2060)","(2040, 2040, 2060, 2040)",849
6850,856,1.3696,0.09555153887253255,7.826102771759033,1.660772123336792,2050.34,2049.66,4100.0,0,4096,2824,"{0: 2047, 1: 2049}",0.04109593480825424,0.9991013407707214,0.8080930285133296,"(2050, 2050, 2050, 2050)","(2050, 2050, 2050, 2050)",856
6900,862,1.3792,0.054720911488402635,7.797434968948364,1.6142079210281373,2051.65,2048.35,4100.0,0,4096,3024,"{0: 2075, 1: 2021}",0.07706700265407562,0.9955766201019287,0.8030997181371079,"(2078, 2078, 2022, 2078)","(2022, 2022, 2078, 2022)",862
6950,868,1.3888,0.10150423899292946,7.8233129596710205,1.6661668586730958,2048.61,2051.39,4100.0,0,4096,3224,"{0: 2065, 1: 2031}",0.062035635113716125,0.9973360300064087,0.6795751268720815,"(2034, 2034, 2066, 2034)","(2066, 2066, 2034, 2066)",868
7000,874,1.3984,0.14824148949701338,7.845918140411377,1.7174251437187196,2049.11,2050.89,4100.0,0,4096,3424,"{0: 2043, 1: 2053}",0.06840240955352783,0.9968605041503906,0.813180667308364,"(2055, 2055, 2045, 2045)","(2045, 2045, 2055, 2055)",874
7050,881,1.4096,0.10574554743245244,7.82586067199707,1.670917706489563,2049.96,2050.04,4100.0,0,4096,3624,"{0: 2043, 1: 2053}",0.051304616034030914,0.9983330965042114,0.8207206397005402,"(2054, 2046, 2046, 2046)","(2046, 2054, 2054, 2054)",881
7100,887,1.4192,0.08735437691677361,7.813129796981811,1.6499803519248963,2050.56,2049.44,4100.0,0,4096,3824,"{0: 2028, 1: 2068}",0.11614784598350525,0.9867403507232666,0.4354438180347809,"(2030, 2070, 2030, 2070)","(2070, 2030, 2070, 2030)",887
7150,893,1.4288,0.06454236241523176,7.801349763870239,1.6248123383522033,2049.67,2050.33,4100.0,0,4096,4024,"{0: 2034, 1: 2062}",0.1677289605140686,0.9788895845413208,0.35783906273832267,"(2036, 2036, 2064, 2064)","(2064, 2064, 2036, 2036)",893
7200,899,1.4384,0.1355345441773534,7.8533720111846925,1.706208975315094,2048.91,2051.09,4100.0,0,4096,128,"{0: 2036, 1: 2060}",0.09010103344917297,0.993445098400116,0.820211147306758,"(2038, 2062, 2038, 2062)","(2062, 2038, 2062, 2038)",899
7250,906,1.4496,0.18726518016308547,7.872562255859375,1.7617776656150819,2050.47,2049.53,4100.0,0,4096,328,"{0: 2051, 1: 2045}",0.06623981893062592,0.9976817965507507,0.8267125565588085,"(2054, 2054, 2046, 2054)","(2046, 2046, 2054, 2046)",906
7300,912,1.4592,0.1178191029955633,7.827655763626098,1.6833502769470214,2051.23,2048.77,4100.0,0,4096,528,"{0: 2059, 1: 2037}",0.0558425672352314,0.9982817769050598,0.8204813110181849,"(2062, 2062, 2062, 2038)","(2038, 2038, 2038, 2062)",912
7350,918,1.4688,0.08228268965613098,7.807562198638916,1.6437951636314392,2051.4,2048.6,4100.0,0,4096,728,"{0: 2073, 1: 2023}",0.03465842083096504,0.9993355870246887,0.8256812894249086,"(2025, 2075, 2075, 2025)","(2075, 2025, 2025, 2075)",918
7400,924,1.4784,0.12217496197205037,7.827691831588745,1.6877133464813232,2049.78,2050.22,4100.0,0,4096,928,"{0: 2065, 1: 2031}",0.04671043902635574,0.9988144040107727,0.8214379147214371,"(2033, 2067, 2067, 2033)","(2067, 2033, 2033, 2067)",924
7450,931,1.4896,0.2111473439540714,7.902658634185791,1.7916790866851806,2051.45,2048.55,4100.0,0,4096,1128,"{0: 2074, 1: 2022}",0.03287042677402496,0.9994310140609741,0.8137334018401463,"(2024, 2076, 2024, 2076)","(2076, 2024, 2076, 2024)",931
7500,937,1.4992,0.09012004199437797,7.8243177318573,1.6549835991859436,2049.85,2050.15,4100.0,0,4096,1328,"{0: 2068, 1: 2028}",0.05418181046843529,0.9981387853622437,0.7381879617319247,"(2030, 2030, 2070, 2070)","(2070, 2070, 2030, 2030)",937
7550,943,1.5088,0.07548296334221959,7.7971008682250975,1.6349031615257263,2049.84,2050.16,4100.0,0,4096,1528,"{0: 2062, 1: 2034}",0.12871189415454865,0.9837144613265991,0.6941959540524103,"(2065, 2065, 2065, 2035)","(2035, 2035, 2035, 2065)",943
7600,949,1.5184,0.1313568928837776,7.843576431274414,1.7000722098350525,2049.57,2050.43,4100.0,0,4096,1728,"{0: 2066, 1: 2030}",0.049325600266456604,0.9985707998275757,0.8214567980598517,"(2033, 2033, 2067, 2033)","(2067, 2067, 2033, 2067)",949
7650,956,1.5296,0.1212312602531165,7.840076808929443,1.6892466473579406,2052.0,2048.0,4100.0,0,4096,1928,"{0: 2072, 1: 2024}",0.05203749239444733,0.9981386065483093,0.8206770432462654,"(2026, 2074, 2026, 2074)","(2074, 2026, 2074, 2026)",956
7700,962,1.5392,0.07905584290856496,7.796785373687744,1.6384129405021668,2050.39,2049.61,4100.0,0,4096,2128,"{0: 2079, 1: 2017}",0.03592855483293533,0.9993523359298706,0.8225114041481271,"(2083, 2083, 2083, 2083)","(2017, 2017, 2017, 2017)",962
7750,968,1.5488,0.16780722464434802,7.854755668640137,1.738758373260498,2046.82,2053.18,4100.0,0,4096,2328,"{0: 2076, 1: 2020}",0.02587937004864216,0.9996609687805176,-0.2678160431601469,"(2024, 2024, 2024, 2024)","(2076, 2076, 2076, 2076)",968
7800,974,1.5584,0.13408952854806558,7.848346319198608,1.703758828639984,2048.62,2051.38,4100.0,0,4096,2528,"{0: 2054, 1: 2042}",0.04255334287881851,0.9989383220672607,0.8194463604672594,"(2045, 2055, 2045, 2045)","(2055, 2045, 2055, 2055)",974
7850,981,1.5696,0.09465929226949811,7.817549057006836,1.6581691241264342,2050.5,2049.5,4100.0,0,4096,2728,"{0: 2064, 1: 2032}",0.056206561625003815,0.9971973896026611,0.8162517210161224,"(2034, 2066, 2034, 2066)","(2066, 2034, 2066, 2034)",981
7900,987,1.5792,0.1271164388768375,7.8502967643737795,1.6971758103370667,2050.59,2049.41,4100.0,0,4096,2928,"{0: 2057, 1: 2039}",0.09955203533172607,0.9907343983650208,0.5049648765047281,"(2061, 2061, 2061, 2061)","(2039, 2039, 2039, 2039)",987
7950,993,1.5888,0.14620244653895498,7.868215446472168,1.7198455619812012,2050.65,2049.35,4100.0,0,4096,3128,"{0: 2056, 1: 2040}",0.04557427018880844,0.9988816976547241,0.8110068851939671,"(2059, 2059, 2059, 2041)","(2041, 2041, 2041, 2059)",993
8000,999,1.5984,0.11888312937691808,7.83800968170166,1.6864850902557373,2050.1,2049.9,4100.0,0,4096,3328,"{0: 2064, 1: 2032}",0.0377560630440712,0.999117374420166,0.8214290258167641,"(2035, 2035, 2065, 2035)","(2065, 2065, 2035, 2065)",999
8050,1006,1.6096,0.13086393910925836,7.851704826354981,1.7012049341201783,2054.13,2045.87,4100.0,0,4096,3528,"{0: 2083, 1: 2013}",0.06432043761014938,0.9964869022369385,0.15810340855396932,"(2085, 2085, 2015, 2015)","(2015, 2015, 2085, 2085)",1006
8100,1012,1.6192,0.058065964644774794,7.793909778594971,1.6168479490280152,2049.48,2050.52,4100.0,0,4096,3728,"{0: 2082, 1: 2014}",0.030394166707992554,0.9994808435440063,0.8222308694359716,"(2017, 2017, 2083, 2017)","(2083, 2083, 2017, 2083)",1012
8150,1018,1.6288,0.07079251454211771,7.795846920013428,1.6299619197845459,2047.01,2052.99,4100.0,0,4096,3928,"{0: 2064, 1: 2032}",0.04404742270708084,0.9988776445388794,0.8184144154808769,"(2066, 2034, 2066, 2034)","(2034, 2066, 2034, 2066)",1018
8200,1024,1.6384,0.08135616004001349,7.806250982284546,1.6426063776016235,2049.67,2050.33,4100.0,0,4096,32,"{0: 2042, 1: 2054}",0.044272519648075104,0.9988908767700195,0.8169236863134888,"(2056, 2056, 2044, 2044)","(2044, 2044, 2056, 2056)",1024
8250,1031,1.6496,0.12315508706495165,7.835489358901977,1.6902529692649841,2049.8,2050.2,4100.0,0,4096,232,"{0: 2046, 1: 2050}",0.046665433794260025,0.9986416697502136,-0.21557258916425565,"(2053, 2053, 2053, 2047)","(2047, 2047, 2047, 2053)",1031
8300,1037,1.6592,0.14714610851369797,7.862103490829468,1.7195668411254883,2049.91,2050.09,4100.0,0,4096,432,"{0: 2023, 1: 2073}",0.03331337869167328,0.9994398355484009,0.8216343353468212,"(2075, 2075, 2025, 2025)","(2025, 2025, 2075, 2075)",1037
8350,1043,1.6688,0.06488063042983412,7.799241075515747,1.62472886800766,2048.8,2051.2,4100.0,0,4096,632,"{0: 2035, 1: 2061}",0.04332443326711655,0.9988185167312622,0.8092208124867615,"(2062, 2038, 2038, 2038)","(2038, 2062, 2062, 2062)",1043
8400,1049,1.6784,0.11387326119467617,7.828874883651733,1.6796482706069946,2048.16,2051.84,4100.0,0,4096,832,"{0: 2036, 1: 2060}",0.02487686462700367,0.9996795654296875,0.823029266384636,"(2038, 2038, 2062, 2062)","(2062, 2062, 2038, 2038)",1049
8450,1056,1.6896,0.06116325836163014,7.7989311695098875,1.620949513912201,2050.01,2049.99,4100.0,0,4096,1032,"{0: 2040, 1: 2056}",0.02112415060400963,0.999775767326355,0.8251674829041609,"(2043, 2057, 2043, 2043)","(2057, 2043, 2057, 2057)",1056
8500,1062,1.6992,0.18076649391558022,7.886100473403931,1.7579866170883178,2050.04,2049.96,4100.0,0,4096,1232,"{0: 2046, 1: 2050}",0.01982877589762211,0.9998006820678711,0.8218286883866748,"(2048, 2048, 2052, 2052)","(2052, 2052, 2048, 2048)",1062
8550,1068,1.7088,0.07320997692644596,7.798465099334717,1.6329030203819275,2050.39,2049.61,4100.0,0,4096,1432,"{0: 2056, 1: 2040}",0.016947321593761444,0.9998505115509033,0.8250306701010932,"(2043, 2057, 2043, 2043)","(2057, 2043, 2057, 2057)",1068
8600,1074,1.7184,0.11201734461821616,7.82882176399231,1.6777817106246948,2050.28,2049.72,4100.0,0,4096,1632,"{0: 2043, 1: 2053}",0.023052934557199478,0.9997107982635498,0.8208686478183396,"(2056, 2056, 2056, 2044)","(2044, 2044, 2044, 2056)",1074
8650,1081,1.7296,0.2226895915903151,7.933110980987549,1.8093118166923523,2049.86,2050.14,4100.0,0,4096,1832,"{0: 2042, 1: 2054}",0.1081518903374672,0.9825822114944458,0.7507359356927039,"(2045, 2055, 2045, 2045)","(2055, 2045, 2055, 2055)",1081
8700,1087,1.7392,0.08784349205903709,7.808074598312378,1.649458429813385,2049.91,2050.09,4100.0,0,4096,2032,"{0: 2047, 1: 2049}",0.026783695444464684,0.9996085166931152,0.8125200557946912,"(2053, 2053, 2053, 2053)","(2047, 2047, 2047, 2047)",1087
8750,1093,1.7488,0.0989160663029179,7.833335332870483,1.6655831599235535,2050.18,2049.82,4100.0,0,4096,2232,"{0: 2052, 1: 2044}",0.019141141325235367,0.999814510345459,0.8146100581050182,"(2046, 2046, 2054, 2054)","(2054, 2054, 2046, 2046)",1093
8800,1099,1.7584,0.058549859877675775,7.794454689025879,1.6174408245086669,2050.54,2049.46,4100.0,0,4096,2432,"{0: 2049, 1: 2047}",0.014842069707810879,0.9998893737792969,0.8248514984320583,"(2050, 2050, 2050, 2050)","(2050, 2050, 2050, 2050)",1099
8850,1106,1.7696,0.15257595028961077,7.860627965927124,1.7247015714645386,2051.53,2048.47,4100.0,0,4096,2632,"{0: 2068, 1: 2028}",0.02079193666577339,0.9997804760932922,0.8206975372384103,"(2071, 2029, 2071, 2071)","(2029, 2071, 2029, 2029)",1106
8900,1112,1.7792,0.0760524046048522,7.810867891311646,1.638225998878479,2050.06,2049.94,4100.0,0,4096,2832,"{0: 2070, 1: 2026}",0.022731194272637367,0.9997407793998718,0.8172591077313014,"(2030, 2030, 2030, 2030)","(2070, 2070, 2070, 2070)",1112
8950,1118,1.7888,0.13661152543267235,7.86779670715332,1.7101708912849427,2051.19,2048.81,4100.0,0,4096,3032,"{0: 2059, 1: 2037}",0.018498942255973816,0.9998239278793335,0.8184632730603466,"(2063, 2063, 2063, 2063)","(2037, 2037, 2037, 2037)",1118
9000,1124,1.7984,0.1071793625340797,7.822217121124267,1.6716228103637696,2049.48,2050.52,4100.0,0,4096,3232,"{0: 2063, 1: 2033}",0.03275543451309204,0.9994575381278992,0.8198121032993989,"(2065, 2035, 2035, 2065)","(2035, 2065, 2065, 2035)",1124
9050,1131,1.8096,0.15446503167040646,7.876742792129517,1.7298136258125305,2050.0,2050.0,4100.0,0,4096,3432,"{0: 2052, 1: 2044}",0.07229553163051605,0.9968081712722778,0.7322435906219449,"(2048, 2048, 2048, 2048)","(2052, 2052, 2052, 2052)",1131
9100,1137,1.8192,0.12600229239091276,7.851283731460572,1.6962590551376342,2051.3,2048.7,4100.0,0,4096,3632,"{0: 2033, 1: 2063}",0.05472710356116295,0.9970309734344482,0.7879671509608246,"(2035, 2035, 2065, 2065)","(2065, 2065, 2035, 2035)",1137
9150,1143,1.8288,0.10769748087972403,7.82733639717102,1.67316477060318,2049.89,2050.11,4100.0,0,4096,3832,"{0: 2044, 1: 2052}",0.11356565356254578,0.980109453201294,-0.3785800728579466,"(2056, 2056, 2056, 2056)","(2044, 2044, 2044, 2044)",1143
9200,1149,1.8384,0.09826069327304139,7.843069171905517,1.6668745398521423,2050.32,2049.68,4100.0,0,4096,4032,"{0: 2051, 1: 2045}",0.02004936710000038,0.9997920989990234,0.8105516732465423,"(2055, 2055, 2055, 2055)","(2045, 2045, 2045, 2045)",1149
9250,1156,1.8496,0.08586279590148478,7.817065315246582,1.6492758750915528,2049.53,2050.47,4100.0,0,4096,136,"{0: 2063, 1: 2033}",0.021122675389051437,0.9997747540473938,-0.33563480662753004,"(2067, 2067, 2067, 2067)","(2033, 2033, 2033, 2033)",1156
9300,1162,1.8592,0.12814131957478822,7.838102407455445,1.6957618284225464,2051.78,2048.22,4100.0,0,4096,336,"{0: 2070, 1: 2026}",0.024566316977143288,0.9996218681335449,-0.24713227062971138,"(2073, 2073, 2073, 2027)","(2027, 2027, 2027, 2073)",1162
9350,1168,1.8688,0.11227844239212573,7.830538234710693,1.678386116027832,2048.35,2051.65,4100.0,0,4096,536,"{0: 2054, 1: 2042}",0.05689052864909172,0.9966597557067871,-0.2766588280372418,"(2044, 2056, 2044, 2056)","(2056, 2044, 2056, 2044)",1168
9400,1174,1.8784,0.078111606054008,7.805058507919312,1.639123342037201,2051.02,2048.98,4100.0,0,4096,736,"{0: 2029, 1: 2067}",0.030107244849205017,0.9995330572128296,0.8145094356092074,"(2069, 2031, 2069, 2031)","(2031, 2069, 2031, 2069)",1174
9450,1181,1.8896,0.10858274135738612,7.836593599319458,1.6759014844894409,2051.41,2048.59,4100.0,0,4096,936,"{0: 2016, 1: 2080}",0.023427091538906097,0.9995448589324951,0.8121765099357867,"(2018, 2082, 2082, 2018)","(2082, 2018, 2018, 2082)",1181
