micro_step,global_step,epoch,ce_loss,contrastive_loss,total_loss,pos_per_query,neg_per_query,n_candidates,queries_skipped_no_pos,queue_valid,queue_ptr,queue_labels,view_gap,pos_counts,neg_counts,ema_calls
5600,699,1.1184,0.22391891659703106,1.069764688014984,0.4378718602657318,2.5,1.5,4.0,0,0,0,{},0.07969840615987778,"(4, 4, 4, 4)","(0, 0, 0, 0)",0
5650,706,1.1296,0.1456450408906676,1.0252460658550262,0.35069425851106645,2.58,1.42,4.0,0,0,0,{},0.027864860370755196,"(1, 3, 3, 3)","(3, 1, 1, 1)",0
5700,712,1.1392,0.03476320165209472,0.8869408535957336,0.2121513757109642,2.47,1.53,4.0,0,0,0,{},0.029729461297392845,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
5750,718,1.1488,0.08578255577245728,0.9886497926712036,0.2835125163197517,2.63,1.37,4.0,0,0,0,{},0.03232847899198532,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
5800,724,1.1584,0.09609332475578412,0.9694423460960389,0.2899817967414856,2.57,1.43,4.0,0,0,0,{},0.12843966484069824,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
5850,731,1.1696,0.1227337092347443,0.9792191863059998,0.3185775503516197,2.45,1.55,4.0,0,0,0,{},0.07396367937326431,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
5900,737,1.1792,0.14796486645936965,0.9746398150920867,0.34289283365011214,2.43,1.57,4.0,0,0,0,{},0.032638370990753174,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
5950,743,1.1888,0.1347300042398274,0.972361843585968,0.3292023777961731,2.58,1.42,4.0,0,0,0,{},0.044001102447509766,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
6000,749,1.1984,0.15564767710631713,1.0941108357906342,0.3744698494672775,2.68,1.32,4.0,0,0,0,{},0.023203695192933083,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6050,756,1.2096,0.08728048999793828,0.9709795105457306,0.28147639602422714,2.54,1.46,4.0,0,0,0,{},0.029672356322407722,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
6100,762,1.2192,0.16289845158113167,1.0317862200737,0.36925569772720335,2.53,1.47,4.0,0,0,0,{},0.032380230724811554,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6150,768,1.2288,0.09994778085965664,0.9943183898925781,0.2988114607334137,2.59,1.41,4.0,0,0,0,{},0.03185269236564636,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
6200,774,1.2384,0.14901129498612137,0.980694111585617,0.34515012085437774,2.49,1.51,4.0,0,0,0,{},0.05804648995399475,"(4, 4, 4, 4)","(0, 0, 0, 0)",0
6250,781,1.2496,0.13231233915314078,1.0158472216129304,0.3354817894101143,2.53,1.47,4.0,0,0,0,{},0.06290727853775024,"(1, 3, 3, 3)","(3, 1, 1, 1)",0
6300,787,1.2592,0.11335949778556824,0.9558998250961304,0.3045394688844681,2.46,1.54,4.0,0,0,0,{},0.025540083646774292,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
6350,793,1.2688,0.09533904322423041,0.9872421205043793,0.29278746992349625,2.55,1.45,4.0,0,0,0,{},0.03286730498075485,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
6400,799,1.2784,0.11909448862541466,0.9693299210071564,0.31296047776937486,2.53,1.47,4.0,0,0,0,{},0.09708630293607712,"(1, 3, 3, 3)","(3, 1, 1, 1)",0
6450,806,1.2896,0.09535789017565549,0.9187203502655029,0.27910196155309674,2.41,1.59,4.0,0,0,0,{},0.03861357644200325,"(3, 1, 3, 3)","(1, 3, 1, 1)",0
6500,812,1.2992,0.05596970210783184,0.9971948885917663,0.2554086858034134,2.66,1.34,4.0,0,0,0,{},0.028740115463733673,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6550,818,1.3088,0.1345617819321342,0.9290397441387177,0.3203697320818901,2.33,1.67,4.0,0,0,0,{},0.05382382869720459,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6600,824,1.3184,0.16662034885725008,1.0660685741901397,0.379834066927433,2.61,1.39,4.0,0,0,0,{},0.07991151511669159,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6650,831,1.3296,0.14115372729487718,0.9937202847003936,0.3398977893590927,2.53,1.47,4.0,0,0,0,{},0.06992495059967041,"(1, 3, 3, 3)","(3, 1, 1, 1)",0
6700,837,1.3392,0.10728547958657146,0.9697287082672119,0.3012312239408493,2.44,1.56,4.0,0,0,0,{},0.044646479189395905,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6750,843,1.3488,0.050956379305571314,0.9000222671031952,0.23096083700656891,2.45,1.55,4.0,0,0,0,{},0.026476627215743065,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
6800,849,1.3584,0.17094519039150327,1.0584833073616027,0.3826418578624725,2.63,1.37,4.0,0,0,0,{},0.02392660081386566,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
6850,856,1.3696,0.09640493884682655,0.9801676404476166,0.29243847012519836,2.56,1.44,4.0,0,0,0,{},0.0314747579395771,"(3, 3, 3, 1)","(1, 1, 1, 3)",0
6900,862,1.3792,0.05446856346912682,0.9360214507579804,0.24167285680770875,2.55,1.45,4.0,0,0,0,{},0.06303255259990692,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
6950,868,1.3888,0.09291165585629642,0.93513995885849,0.27993964999914167,2.42,1.58,4.0,0,0,0,{},0.09895261377096176,"(3, 3, 1, 3)","(1, 1, 3, 1)",0
7000,874,1.3984,0.11987080126069487,0.9639868307113647,0.31266817152500154,2.42,1.58,4.0,0,0,0,{},0.135564923286438,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
7050,881,1.4096,0.09733460917137564,0.9885808622837067,0.2950507858395576,2.63,1.37,4.0,0,0,0,{},0.035367511212825775,"(1, 3, 3, 3)","(3, 1, 1, 1)",0
7100,887,1.4192,0.09185979858972132,0.9965058696269989,0.2911609756946564,2.64,1.36,4.0,0,0,0,{},0.10621938854455948,"(2, 2, 2, 2)","(2, 2, 2, 2)",0
